text,label_address,label_voda,label_risk
avoid in-person appointments where possible. Working with Mankind Initiative; staying with friend temporarily.; DV,0,1,0
contacted jobcentre for advice re seeking part-time work.; support worker updated,0,0,0
I'b IN CRIISa AND DON'T NKOW WyAT TO DO,0,0,1
"Flta 108c, 243A Popla zlose",1,0,0
keep address confidential. Working with Harbour; risk assessed as high.; do not disclose details to previous partner,0,1,0
i dov't feel safe right now ...,0,0,1
avoid in-person appointments where possible. Working with Beyond the Streets; risk assessed as high.; MARAC referral,0,1,0
74wb albert terrce,1,0,0
prefer not to say,0,0,0
Moved to temporary accommodation. Safety plan with IDVA in place; keep address confidential,0,1,0
i'm ni crisis and don't know waht to do,0,0,1
"Hillrest, Willow Rw. Need rrgent eHlp At Tgis Address",1,0,1
Contacted Sheltre for advice re work capability assessment.,0,0,0
risk assessed as high. MARAC referral submitted; avoid in-person appointments where possible,0,1,0
965D Birch Squre,1,0,0
Meeting at Shelter; CV updated.,0,0,0
terrified of what he'll do next,0,1,0
Need advice on restraining order process,0,1,0
i feel like i might hurt myself ..,0,0,1
Concerned about his behavior around kids,0,1,0
Meeting at Citizens Advice; CV updated.,0,0,0
"Primrbse Hous, Esex Court",1,0,0
risk assessed as medium. MARAC referral submitted; no third-party disclosures allowed,0,1,0
oD not disclose details to previous partner; police involved,0,1,0
Contacted Probation for advice re NFA.; support worker updated,0,0,0
HESTIA,0,1,0
Currently in safe accommodation; do not disclose details to previous partner.,0,1,0
awaiting housing allocation. MARAC referral submitted; use alternate phone for contact,0,1,0
"i'm having a panic attack, alone at home ..",0,0,1
i need emerency accommodationbtonight,0,0,1
someone threatened me and i'm afraid to leave the house,0,0,1
children's services aware. MARAC referral submitted; use alternate phone for contact; IDVA support,0,1,0
Hestia support worker present; MARAC referral completed. use alternate phone for contact,0,1,0
im locked ot and fhe eprson inside ig violent,0,0,1
"rose cotatge, lavender grove !!",1,0,0
Currently in women's refuge; do not disclose details to previous partner.,0,1,0
I'M In risis And Don'T Know Wht To Do ..,0,0,1
awaiting housing allocation; liaising with social worker; no third-party disclosures allowed; women's refuge,0,1,0
"Wayvide, Grenewich Walk",1,0,0
Currently in sanctuary scheme (staying put); keep address confidential.; emergency accommodation,0,1,0
please advise,0,0,0
No sfaeguarding concerns disclosed. childcare support needed; support worker updated,0,0,0
"Room 189A, 793D Regent Terrace. Please Send Help Hnre",1,0,1
Police involved; restraining order in progress. no third-party disclosures allowed; threats received,0,1,0
7 Dennis mills,1,0,0
"28 Victoria Tower, Willow Square",1,0,0
Da,0,1,0
Contacted ESOL provider for advice re English not first language.,0,0,0
support plan agreed; awaiting lock changes under sanctuary scheme; no third-party disclosures allowed; DA,0,1,0
Hestia support worker present; no contact with ex-partner. use alternate phone for contact,0,1,0
i cant keep myself safe right now,0,0,1
"PRIMROSE HOUSE, SYCAMRE GROVE",1,0,0
someone threatened e and i'm afraid to leave thehouse,0,0,1
DO NOT DISCLOSE DETAILS TO PREVIOUS PATRNER,0,1,0
Police involved; restraining order in progress. avoid inp-erson appointments where possible,0,1,0
staying with friend temporarily. MARAC referral submitted; avoid in-person appointments where possible,0,1,0
he damages my belongings when upset,0,1,0
moved to safe accommodation. safety plan with idva in place; do not disclose details to previous partner; stalking,0,1,0
not sure what to write here,0,0,0
i'm in crisi sand don't know waht o do,0,0,1
Contacted Probation for advice re training course booked.,0,0,0
"i'm havingra panic attack, alone at home",0,0,1
can't keep myself safe tonight,0,0,1
please help im not safe at home,0,0,1
I THINK I MIGHT HURT SOMEONEIF THIS CNOTIUNES,0,0,1
sleeping rough and its freezing,0,0,1
Mankind Initiative support worker present; changing bank details and phone number. keep address confidenital,0,1,0
avoid in-person appointments where possible. Working with Women's Aid; children's services aware.; threats received,0,1,0
Police involved; restraining order in progress. avoid in-person appointments where possible; women's refuge,0,1,0
Meeting at Citizens Advice; childcare support needed.; support worker updated,0,0,0
"i'm  raisk oo yslef, pleasec ontact m asap ..",0,0,1
01 Josephine extension,1,0,0
384D Albert Squaer !,1,0,0
I NEED EMERGECNY ACCOMMODATION TONIGHT,0,0,1
Studio 0,1,0,0
"Room 23, Kingsley Lodge, Cedar Close",1,0,0
No fixed above,0,0,0
he won't let me work,0,1,0
Hestia support worker present; seeking legal advice via Hestia. do not disclose details to previous partner; harassment from ex-partner,0,1,0
Sleeping Roulh And It'S Freezing,0,0,1
63 Library Mews,1,0,0
i ned emergency accommodation tonight,0,0,1
Police involved; restraining order in progress. use alternate phone for contact; non-molestation order,0,1,0
Discussed training coures booked; next steps agreed.; support worker updated,0,0,0
"STUqIO 106A, 166D KENSINGTON GROVE ..",1,0,0
Contacted IAPT for advice re alcohol support group.,0,0,0
Concerned about violence in the local area,0,0,0
children's services aware. MARAC referral submitted; use alternate phone for contact,0,1,0
CONTACTED ESOL PROVIDER FOR ADVICE RE UC CLAIM.,0,0,0
Contacted IAPT for advice re bus fares.,0,0,0
support plan agreed; meeting IDVA next week; use alternate phone for contact,0,1,0
staying with friend temporarily; awaiting lock changes under sanctuary scheme; do not disclose details to previous partner; IDVA support,0,1,0
Studio 12,1,0,0
"Room 13, Arden House, Cambridge View",1,0,0
DA; harassment from ex-partner,0,1,0
ym metnal health is relaly bad and im scared!,0,0,1
Beyond the Streets support worker present; awaiting lock changes under sanctuary scheme. do not disclose details to previous partner,0,1,0
I NEED EMERGENCY ACCOMMODATION TONIGHT ?,0,0,1
Women's Aid support worker present; MARAC referral completed. use alternate phone for contact; address confidential,0,1,0
i need a safe jlace urgently,0,0,1
risk assessed as medium. MARAC referral submitted; use alternate phone for contact; safe accommodation,0,1,0
Hestia support worker present; seeking legal advice via Hestia. keep address confidential; safety plan,0,1,0
Moved to sanctuary scheme (staying put). safety plan with idva in place; avoid in-person appointments where possible,0,1,0
risk assessed as high; police report filed; do not disclose details to previous partner,0,1,0
i feel like i might hurt myself,0,0,1
479A Elm Street. Need Urgent Help At This Address,1,0,1
requested address to be kept off all letters. risk assessed as medium. keep address confidential,0,1,0
he said if I tell anyone he'll take the kids,0,1,0
"cant breathe, panic attack, alone at home!",0,0,1
210d cedar terrace ..,1,0,0
Meeting at AA; staying with friends.,0,0,0
Update: ESOL classes. Awaiting documents,0,0,0
need emergency accommodation tonight,0,0,1
Discussde childcare support needed; next steps agreed.,0,0,0
"my partner keeps shouting and throwing things, i need help",0,0,1
"i'm havnig a panic attack, alon eat home",0,0,1
children's services aware; no contact with ex-partner; use alternate phone for contact,0,1,0
Kies Are In The House And I'M WorriedAbout Their Safety !!,0,0,1
risk assessed as high. MARAC referral submitted; avoid in-person appointments where possible; domestic abuse,0,1,0
15b9 rose row,1,0,0
Update: bus fares. Follow-up call booked,0,0,0
Discussed UC claim; next setps agreed.,0,0,0
DON'T EEL SAFE RIGHu ONW,0,0,1
risk assessed as medium; liaising with social worker; keep address confidential; do not disclose details to previous partner,0,1,0
avoid in-person appointments where possible. Working with Mankind Initiative; risk assessed as high.,0,1,0
I want to end it ll but I awnt help,0,0,1
i'm in crisis and dont know what to do.,0,0,1
928 Mfple Lane,1,0,0
Walking on eggshells at home,0,1,0
"primrsoe house, beec hstreet. i'm in danger at this location",1,0,1
Harbour,0,1,0
requested address to be kept off all letters. children's services aware. keep address confidential; IDVA support,0,1,0
that’s confiedntial,0,0,0
Please resend the link,0,0,0
Police involved; restraining order in progress. use alternate phone for contact,0,1,0
Contacted Shelter for advice re UC claim.; support worker updated,0,0,0
Police involved; restraining order in progress. avoid in-person appointments where possible; safety plan,0,1,0
Kids Are In The House An I'M Worried About Ther Safety,0,0,1
support plan agreed; awaiting lock changes under sanctuary scheme; avoid in-person appointments where possible; coercive control,0,1,0
"Flat 4, Peckham Court",1,0,0
4 Jill meadow,1,0,0
MARAC referral completed. risk assessed as medium. no third-party disclosures allowed; safe accommodation,0,1,0
SOMEONE THREATENED ME AND I'MAFRAID TO LEAVE THE HOUSE,0,0,1
i don't feel safe right now,0,0,1
i'm n crisio and don't know what to do,0,0,1
CAN'T KEEP MYSELF SAFE TONIGHT !,0,0,1
In a staying put arrangement,0,1,0
"Springfield, Maple Close",1,0,0
avoid in-person appointments where possible. Working with EDAC; children's services aware.,0,1,0
Discussed NFA; next steps agreed.,0,0,0
"Room 10, Wycliffe Hall, Downs Mews",1,0,0
Meeting about housing application - police involved due to past situation,0,1,0
he was angry about the bills,0,1,0
"Flat 9b, Angel Crescent",1,0,0
"Romm 122c, 137B Durham Grove ...",1,0,0
Moved to safe accommodation. Safety plan with IDVA in place; no third-party disclosures allowed,0,1,0
"the od forge, strand row.p lease esnd hlep hjre !",1,0,1
awaiting lock changes under sanctuary scheme. staying with friend temporarily. do not disclose details to previous partner; stalking,0,1,0
"STUDIO 258C, 834 KENSINGTON QSUARE",1,0,0
Mankind initiative support worker present; seeking legal advice via mankind initiative. keep address confidential; risk to safety,0,1,0
i nbed a safe place urgently,0,0,1
Contacted AA for advice re sofa surfing.,0,0,0
someonethreatened me akd 'm afraidt o leave the houe,0,0,1
"waysiue, greenwich etrrace",1,0,0
risk assessed as high. MARAC referral submitted; do not disclose details to previous partner; domestic violence,0,1,0
668A Peckham Court. i'm ind anger at this loaction,1,0,1
Mae as bfeore,0,0,0
Someone Threatnede Me And I'M Afhaid T Leave ehe House ..,0,0,1
Update: sofa surfing. Childcare options discussed,0,0,0
sleeping rough and it's freezing,0,0,1
"i cant go home, there is danger there!",0,0,1
I'm in crisis and dont know what to do,0,0,1
"i'm having a panic attak,c laone a hoem",0,0,1
Update: sofa surfing. Referred to budgeting workshop,0,0,0
"Wayside, Lavende rRod. Nged Urgent Help At This Addres",1,0,1
"wayside, primrose court",1,0,0
"My partner keeps shouting and throwing things, i need help",0,0,1
"The Old Forge, Warwick Lane",1,0,0
IM' In rCipis And Don'T Know What ToD o !,0,0,1
Meteing at ESOL provider; bus fares.; support worker updated,0,0,0
EDAC support worker present; requested address to be kept off all letters. do not disclose details to previous partner; DA,0,1,0
500C Baker Square !,1,0,0
Refuge support worker present; awaiting lock changes under sanctuary scheme. use alternate phone for contact; harassment from ex-partner,0,1,0
ifeel qikei  might hirt yself !!,0,0,1
"Flat 178B, 4C Beech Court. Pelase Send Help Here",1,0,1
Young Persons Support worker Berny Bernard,0,0,0
Mankind Initiative support worker present; seeking legal advice via Mankind Initiative. no third-party disclosures allowed; crime reference provided,0,1,0
Contacted AA for advice re bus fares.; support worker updated,0,0,0
i nosd a safe placeourenly,0,0,1
scared for myself and children,0,1,0
Partner and I argued about money but resolved it,0,0,0
776C Kensnigton Court,1,0,0
"oom 187B, 842 Beech Roda",1,0,0
someone threatenew me and i'm afraid to leave th house ...,0,0,1
situation critical need urgent housing,0,1,0
"I'MH aving A Panic Attack, Alone At Home !!",0,0,1
Contacted IAPT for advice re English not first language.,0,0,0
z17o King Mews,1,0,0
"i left because of abuse, nowhere to go now.",0,0,1
"I'M A Risk To Myself, Please Contatc Me Asap ?",0,0,1
Beyond the Streets support worker present; liaising with social worker. use alternate phone for contact,0,1,0
I Thin k MightzHurt Smeone If This Continues !,0,0,1
Mentioned MARAC to friend who needs help not me,0,0,0
NO SAFEGUARDING CONCERNS DISCLOSED. TRAINING COURSE BOOKED,0,0,0
"i'm a risk to myfelf, please contact m easap",0,0,1
i ffee likei might hurt myself,0,0,1
Moved to temporary accommodation. Safety plan with IDVA in place; no third-party disclosures allowed; non-molestation order,0,1,0
children's services aware. MARAC referral submitted; keep address confidential; women's refuge,0,1,0
"he follows me to work, i feel unsafe ...",0,0,1
I FEEL LIKE I MIGHT HURT MYSELF,0,0,1
Can'T Keep Myself Safe Tonight !,0,0,1
requested address to be kept off all letters. staying with friend temporarily. do not disclose details to previous partner; safety plan,0,1,0
Currently in women's refuge; use alternate phone for cotnact.; threats received,0,1,0
Situation at home becoming unbearable,0,1,0
i need emerwency accommodationqtonight,0,0,1
"i feel numb and hopeless, i need help.",0,0,1
"Flat 2b, 793D Dptford Square",1,0,0
"the old forge, ash row ..",1,0,0
I THINK I MIGHT HURT SoEONE IF THIS CONTINUES,0,0,1
Discussed bus fares; next steps agreed.,0,0,0
"i'm a risk to mysel, please contact me asap",0,0,1
KIDS ARE IN THE HOUSE ANw I'M WORRIED ABOUT THEIR SAFETY,0,0,1
Women's Aid support worker present; requested address to be kept off all letters. use alternate pohne for contact,0,1,0
Call mv on Teams,0,0,0
no fexd aoed,0,0,0
Update: alcohol support group. awaiting documents,0,0,0
Police involved; restraining order in progress. no third-party disclosures allowed; perpetrator,0,1,0
nnoe,0,0,0
528B Warwick Court. need urgent help at this address,1,0,1
ikds are in the house ad i'm worried about their safety,0,0,1
Meeting at shelter; esol classes.,0,0,0
can't kee myself sfe toaight,0,0,1
Fod bav hour xeah me,0,0,0
Meeting at Jobcentre; UC claim.,0,0,0
i'm arisk to mysel please contact measap,0,0,1
Contacted Jobcentre for advice re work capability assessemnt.,0,0,0
Domestic violence,0,1,0
need emergxncy accomomdation tonight,0,0,1
"Flat 79, Prince Row",1,0,0
"Flat 44A, 514A osRe Walk !!",1,0,0
Contacted Care Leavers Team for advice re seeking part-time work.,0,0,0
INEED A SAFE PLACE URGENTLY,0,0,1
Update: staying with friends. Awaiting documents; support worker updated,0,0,0
77 Cambridge ews ..,1,0,0
"ayside, Esgex Ldne .i'm in danger at this ocaion",1,0,1
Update: English not first language. Awaiting documents,0,0,0
9 Joel lake,1,0,0
"I'M HAVING A PxNIC ATACK, ALONE AT HOME ?",0,0,1
I'M I Crisis And Don's Know WhatTo Do,0,0,1
Where is the office located,0,0,0
Kids Ae In TheH ouse And I'M Worried Abort TheirS afeyt !,0,0,1
258 Seaview Close,1,0,0
"Studio 235c, 342D Oxforo Grove ?",1,0,0
"Flat 115a, Baker Close",1,0,0
meeting at probation; sofa surfing.,0,0,0
I Need Emergency Accommodation Tonight !,0,0,1
staying with friend temporarily. MARAC referral submitted; use alternate phone for contact; harassment from ex-partner,0,1,0
Contacted Shelter for advice re UC clami.,0,0,0
15A Victorid Square. I'M InD anger At This Location ?,1,0,1
no third-party disclosures allowed. Working with Women's Aid; risk assessed as high.; address confidential,0,1,0
Can'T Kep Myself Safe Tonpght !!,0,0,1
Update: work capability assessment. Referred to budgeting workshop,0,0,0
Women's Aid support worker present; police report filed. do not disclose details to previous partner,0,1,0
i' min crisis and dont know what to do,0,0,1
i nee da saf eplace urgntly,0,0,1
Someone Threaened Me And I'M Afraid T oLeaveThe oHuse,0,0,1
Friend experiencing domestic issues asked for advice,0,0,0
I’m homeless tonxgt aid it’s freezing,0,0,1
i feel like i mighth urt myeslf,0,0,1
"Studio 8b, 875D Albert Road",1,0,0
Galop support worker present; liaising with social worker. use alternate phone for contact; police involved,0,1,0
meeting IDVA next week. risk assessed as high. avoid in-person appointments where possible,0,1,0
956A WILLOW VIWE. NEED URGENT HELP AT THIS ADDRESS,1,0,1
children's services aware; MARAC referral completed; avoid in-person appointments where possible; women's refuge,0,1,0
I'M In Crisis Ad Don'T Know What To Do,0,0,1
927c willow avenue !,1,0,0
Contacted Citizens Advice for advice re sofa surfing.,0,0,0
"hillcrest, birch gate",1,0,0
"Lost my password, reset sent",0,0,0
Meeting at IAPT; sofa surfing.,0,0,0
partner isolates me from everyone,0,1,0
SEEKING LEGAL ADVICE VIA GALOP. SUPPORT PLAN AGREED. DO NOT DISCLOSE DETAILS TO PREVIOUS PARTNER; FLED ADDRESS,0,1,0
"cant pay this month, ohting it",0,0,0
Meeting at Shelter; UC claim.,0,0,0
66D Lavender Court,1,0,0
Contacted ESOL provider for advice re seeking part-time work.,0,0,0
288 Harbor Hill,1,0,0
i'm in crisis and don't noww hat to do ...,0,0,1
Currently in temporary accommodation; no third-party disclosures allowde.; threats received,0,1,0
i feell ike iomight hurttmwself,0,0,1
Banna panckae recie plz,0,0,0
"Flat 67a, Greenwich Walk",1,0,0
I DNO'T FEEL SAFE RIGHT NOW,0,0,1
Update: UC claim. Follow-up call booked; support worker updated,0,0,0
"he follows me to work, i feel unsafe!",0,0,1
he said he'll hurt my dog if I leave,0,1,0
Working late shift tonight.,0,0,0
979d cedar court,1,0,0
Awaiting housing allocation; changing bank details and phone number; avoid in-person appointments where possible; fled address,0,1,0
76 Seaview Terrace,1,0,0
THE ODL FORGE BEECH CzURT,1,0,0
pIDS AE IN THE HOUES AND I'M WRORIED ABOUT TEIR SjFEvY,0,0,1
someone threatened me and i'm afraid ot leave the houso,0,0,1
Moved to sanctuary scheme (staying put). Safety plan with IDVA in place; no third-party disclosures allowed,0,1,0
I NEED EMREGENCY nCCOMMODTION OTNIGHT,0,0,1
"SRPINGFIEL, BIRCH SQUARE. PLEASE SEND HELP HERE",1,0,1
meeting at aa; interviwe scheduled.,0,0,0
I'M IN CRISxS AND DONT KNWO WHAT TO DO ...,0,0,1
"Ivy ottage, Deptford Court",1,0,0
984 Bennett key,1,0,0
"corneq house, laevnder row. lease send help here",1,0,1
i'm in crisis naddon't know whatto do ..,0,0,1
Care Leavers Team,0,0,0
"Room 54B, 624B Maple Mews",1,0,0
Ids ae in the house and i'm worried abou their safety!,0,0,1
Harbour support worker present; requested address to be kept off all letters. no third-party disclosures allowed,0,1,0
i'm worried i might do something to myself,0,0,1
113A Oak Mews,1,0,0
Shelter,0,1,0
Currently in women's refuge; no third-party disclosures allowed.; fled address,0,1,0
Domestic violence; address confidential,0,1,0
"i'm a risk tx myself, please contact me asap",0,0,1
"I'MmA IRSK TO MYSELF, PLEASE OCNTACT ME ASAP ...",0,0,1
kids are in the house and i'm worried about theirasafety,0,0,1
"Room 55, 51A KingAvenue",1,0,0
"WAYISDE, ALBERT CLOSE",1,0,0
I'M n Crisid And Don'T Know What To Do,0,0,1
"FLAT 35A, 410D POPLARC OURT !!",1,0,0
Situation at home unsustainable,0,1,0
leeping rougy an it's freezing,0,0,1
No safeguarding concerns disclosed. alcohol support group,0,0,0
"FLAT 9,0 644 CANGEL TERACE",1,0,0
KIDS ARE N THE HOUSE AND I'M WORRIED ABOUT THEIR SAFETY,0,0,1
Contacted Probation for advice re UC claim.,0,0,0
I tN'TyFEEL SAFE RIGHT NOW,0,0,1
Situation escalated need to make changes,0,1,0
I FEL LIKE I MIGHT HzRT MYSELF,0,0,1
"SPRINiFIELD, PECKHAM CLOSx ?",1,0,0
I Don'T Feel Safe Right Nw,0,0,1
"Flat 61, 853D Queen Mews ?",1,0,0
I Don'T Feel Ssfe Right Now,0,0,1
staying with friend temporarily; meeting IDVA next week; no third-party disclosures allowed; crime reference provided,0,1,0
acn't keep myself safe tonight,0,0,1
Planning to leave when it's safe,0,1,0
DON'T FEEL SAFE RIGHT NOW,0,0,1
I Feel Like I Might Hurt Myself,0,0,1
"I'M HAVIGN A PAINC ATACK, ALONE AT HOME",0,0,1
Flat 6,1,0,0
Contacted Probation for advice re housing application in progress.; support worker updated,0,0,0
"room 103a, 210d poplr avrnue",1,0,0
545 qBirchR w,1,0,0
Currently in temporary accommodation; keep address confidential.; perpetrator,0,1,0
538 prmose walk ?,1,0,0
Need help making safety plan,0,1,0
can't keep mysef safe onight ...,0,0,1
children's services aware. MARAC referral submitted; use alternate phone forc ontact,0,1,0
staying with friend temporarily; awaiting lock changes under sanctuary scheme; keep address confidential,0,1,0
awaiting housing allocation; meeting IDVA next week; do not disclose details to previous partner,0,1,0
"romo 76b,y919c rose crescenn",1,0,0
907c holly square,1,0,0
"PRIMROSE HOUSE, ANGEL ROW",1,0,0
Social worker aware of my circumstances,0,1,0
"studio 74a, 966 oxford gate. need urgent hele at this atdress",1,0,1
Need to discuss safety with children's school,0,1,0
ivy cotatge harbou rwalk ...,1,0,0
39B York Grove,1,0,0
974D Deptford Wwlk,1,0,0
I Feel Like  IMight Hurt Myself ?,0,0,1
"ROOMb96,A 575 PORTLANDMEWS",1,0,0
Sleeping Rough nd It'S Freezing ..,0,0,1
"Room 31a, 63B Poplar Street .ibm in danger atthis location ?",1,0,1
892 Bloomsbury Walk.xI'M In Danger At This Location,1,0,1
"i'm having a pangc tatack, alone athome !!",0,0,1
DA; address confidential,0,1,0
ESOL,0,0,0
Contacted Citizens Advice for advice re staying with friends.,0,0,0
edac support worker present; no contact with ex-partner. keep address confidential; dv,0,1,0
i think i migth hurt someone if this continues,0,0,1
"i'm a rivk to mself,qplease contact me asap ?",0,0,1
Update: staying with friends. Awaiting documents,0,0,0
support plan agreed; MARAC referral completed; avoid in-person appointments where possible,0,1,0
Domestic Abuse,0,1,0
Can'T Keep Myself Safe Tonight,0,0,1
Meeting at Citizens Advice; ESOL classes.,0,0,0
Trying to get out of this situation,0,1,0
KIDS ARE IN THE HUOES AND I'M WORRIEs ABOUT THEIR SAFETY,0,0,1
Sleepin Rough And It'SvFzeezing,0,0,1
Uncomfortable with partner's jealousy but talking,0,0,0
Meeting at Citizens Advice; work capability assessment.; support worker updated,0,0,0
risk assessed as high. MARAC referral submitted; no third-party disclosures allowed,0,1,0
Refuge support worker present; meeting IDVA next week. avoid in-person appointments where possible,0,1,0
Asked about refuges for friend in trouble,0,0,0
"I'M A RISK TO MYELF, PLEAES CONTACT Mg ASAP",0,0,1
update: work capability assessment. referred to budgeting workshop; support worker updated,0,0,0
I tpink im having a breakofn.,0,0,1
"Flat 203B, 545 Oxford Gate",1,0,0
No safeguarding concerns disclosed. fit note provided,0,0,0
"i'm a risketo myself, please contact lejasap",0,0,1
sleepingr ough and i'ts fryezing !,0,0,1
"45a Station View, Mill View",1,0,0
NO SAFEGUARDING CONCERNS DISCLOSED. NFA,0,0,0
DISCUSSED BUS FARES; NEXT STEPS AGREED.,0,0,0
Friend noticed marks and concerned,0,1,0
Discussed childcare support needed; next steps agreed.,0,0,0
No fixed abode,0,0,0
6kb albest terracm,1,0,0
"i'm having a panic attack, alone at home !",0,0,1
"Wayside, Essex Square",1,0,0
CV updated; support worker updated,0,0,0
490B ROcE yALK,1,0,0
ithink i might hurt semeone if this continues !!,0,0,1
Update: NFA. Will review in 2 weeks,0,0,0
That’s confjdetnial ..,0,0,0
Flat 1,1,0,0
Currently in women's refuge; no third-party disclosures allowed.,0,1,0
MOVED TO SAFE ACCOMMODATION. SAFETY PLAN WITH IDVA IN PLACE; USE ALTERNATE PHONE FOR CONTACT,0,1,0
Domestic violence; non-molestation order,0,1,0
DA; safety plan,0,1,0
I FEEL LIKE I MIGHT HURT MYSeL,0,0,1
partner humiliates me,0,1,0
support plan agreed; police report filed; avoid in-person appointments where possible,0,1,0
I DON'T FEEL SAEF RIGHT NOW,0,0,1
Hestia support worker present; police report filed. do not disclose details to previous partner; domestic abuse,0,1,0
"Roo m161, 368W illow Gate",1,0,0
i'm n crisis and don't know what to do ?,0,0,1
Moved to temporary accommodation. Safety plan with IDVA in place; no third-party disclosures allowed,0,1,0
I Think I Might Hurt Someone If This Cotninus !,0,0,1
police report filed. support plan agreed. no third-party disclosures allowed,0,1,0
"SPnINGFIELD, PIN SQUARE",1,0,0
I'M IN CRISIS ApD DON'T KNOW WHAT TO DO ?,0,0,1
Police involved; non-molestation order in progress. use alternate phone for contact; address confidential,0,1,0
i'm in crwsis and don' now what oo do,0,0,1
Contacted Care Leavers Team for advice re interview scheduled.,0,0,0
"Flat 26, Regent Gardens",1,0,0
Currently i nsafe accommodation; avoid in-person appointments where possible.; fled address,0,1,0
Kids Are In The Hose And I'M Worried About Thei Safety !!,0,0,1
"PRMIORSE HOUSE, eECKtAM GATE",1,0,0
Contacted citizens advice for advice re alcohol support group.,0,0,0
Contacted ESOL provider for advice re work capability assessment.; support worker updated,0,0,0
Contacted AA for advice re CV updated.,0,0,0
sleeping rough and it's freezing,0,0,1
256C Cedar Avenue,1,0,0
"i'm a risk to myself, pljase coatac tme aspa ..",0,0,1
Flat 2,1,0,0
Domestic violence; DA,0,1,0
someone hretneed me and i'm vfraid t leve the house,0,0,1
Flat 20V,1,0,0
"ltudio 162a, 688a olly lane !",1,0,0
Police report for stolen bike - ref number provided,0,0,0
"STUDIO 202B, 900A PECKHA TAE !",1,0,0
KDIS RAE IN pHE HOUSE AND kM WORRIED ABOUT THEIR SFAEYT ?,0,0,1
changing bank detailsa nd phone number. children's services aware. no third-party disclosures allowed; DA,0,1,0
"Primrose House, El mClose",1,0,0
"19 Victoria Tower, Library Avenue",1,0,0
ineed a safe place urgently ..,0,0,1
Reading support materials on relationship breakdown,0,0,0
Police involved; non-molestation order in progress. no third-party disclosures allowed,0,1,0
Studio 53,1,0,0
children's services aware; meeting IDVA next week; use alternate phone for contact,0,1,0
discusse dwork capability assessment; next steps agreed.,0,0,0
Contacted Shelter for advice re NFA.; support worker updated,0,0,0
risk assessed as high; meeting IDVA next week; keep address confidential,0,1,0
Flat 0,1,0,0
Meeting at Probation; childcare support needed.,0,0,0
Need to talk to someone who understands,0,1,0
moved to temporary accommodation. safety plan with idva in place; use alternate phone for contact,0,1,0
staying with friend temporarily. MARAC referral submitted; do not disclose details to previous partner; non-molestation order,0,1,0
Galop support worker present; liaising with social worker. do not disclose details to previous partner,0,1,0
SOMENE THREATENED ME AND I'M AFRAID TO LEAVE THE HOUSE,0,0,1
Someone ahreatened me aod i’m afraid to leave the hose!,0,0,1
Tbc,0,0,0
"Corner House, Bloomsburp Mews ..",1,0,0
Discussed housing application in progress; next steps agreed.,0,0,0
294 Durham Terrace,1,0,0
Beyond the Streets support worker present; requested address to be kept off all letters. keep address confidential; DV,0,1,0
meeting IDVA next week. awaiting housing allocation. do not disclose details to previous partner; do not disclose details to previous partner,0,1,0
3D Baker View,1,0,0
KIDS ARE IN THE HOUSE AND I'M WORRIED ABOUT THEIR SAFETY,0,0,1
Need help with benefits application,0,0,0
No safeguarding concerns disclosed. housing application in progress; support worker updated,0,0,0
"FLAT 162, 743B REGENT CRESCENT",1,0,0
574B Deptford Cour ...,1,0,0
9b bpoomsbury suzare,1,0,0
"I'M HAVING A PANIC ATTACK, ALONE AT HOME",0,0,1
"My partner took my oney and id, traped!",0,0,1
idonut feel sabe right now,0,0,1
Alcoholics Anonymous,0,0,0
He's escalating need to act,0,1,0
"room 224b, 193c elm close. im in pangerlat this location",1,0,1
Discussed work capability assessment; next steps agreed.,0,0,0
955 willow lane,1,0,0
Looking for safe place to talk,0,1,0
t need emergenc accommodatoin toniht,0,0,1
Police involved; restraining order in progress. avoid in-person apponitments where possible; threats received,0,1,0
243 Essex Place,1,0,0
cant' keep myself safe tonight ...,0,0,1
Meeting at Citizens Advice; ESOL classes.; support worker updated,0,0,0
"i'm havini  panic attack, alone at home",0,0,1
Meeting at Jobcentre; UC claim.; support worker updated,0,0,0
No fixe dabode,0,0,0
staying with friend temporarily. MARAC referral submitted; no third-party disclosures allowed; women's refuge,0,1,0
"Room 10, Holborn House, Warwick View",1,0,0
MARAC referral completed. risk assessed as medium. keep address confidential,0,1,0
Friend suggested I speak to someone about relationship,0,0,0
Update: ESOL classes. Referred to budgeting workshop,0,0,0
he follows me to make sure I come straight home,0,1,0
"Room 175c, 496 BBridgeW alk",1,0,0
Meeting at ESOL provider ;alcohol support group.,0,0,0
i dfn't feel safe right now ...,0,0,1
Food bank htus enar mz!,0,0,0
116C ESSXi COURT,1,0,0
405 Shane mountain,1,0,0
he criticizes everything I do,0,1,0
Beyond the streets,0,1,0
can't keep myself safe tonight,0,0,1
police involved; non-molestation order in progress. keep address confidential,0,1,0
support plan agreed. MARAC referral submitted; avoid in-person appointments where possible; safety plan,0,1,0
police called to property but I said everything fine - wasn't,0,1,0
Update: seeking part-time work. Awaiting documents,0,0,0
